;pid;current_price;original_price;category;sub_category;is_sale;cluster
110;30448a996adc7e2caa8428156cb0c1554735508d;0.0;0.0;2;3;False;0
111;980ace7a6cde3021c56d304495e769e0087d8ca4;-1.0;-1.0;4;1;False;8
112;7f57ce43238ae6e0f644480308d8320f425b9b84;379.9;-1.0;2;3;False;0
113;9619b9544370f5dd102b28abc2fcbc98836a90fe;0.0;0.0;0;3;False;1
114;8d4f80df0d37819cde3e3d2bb9982d111ebac97c;499.0;-1.0;2;0;False;2
115;4cf97db3d9fa05325ce9c9c4c80b3608a8774f10;179.9;0.0;2;2;False;0
116;6f63f74235ca12d18fb1194dbc14bf545d23b1ef;189.9;0.0;0;2;False;6
117;e7b87b792d5bc373075893225c8dfd876f6e36db;445.0;890.0;2;3;True;9
118;383f0423b813170eedf7bdf73c8b861274eb2319;299.9;0.0;2;0;False;2
119;b86667cd55d95cbb6d1ea1cf8528ce9f85e2d53d;1399.0;-1.0;1;1;False;7
120;e8415554877d12f4b6c2065c007651463120faaa;299.0;-1.0;2;3;False;0
121;4bb0e9d1dba77d14e01d3f14993c6269f6b7d255;399.9;0.0;2;3;False;0
122;a9e2ea1726ef408424d67b531fe30b804fb6c8bc;299.9;449.9;2;0;True;2
123;ddf0712fda1bb0e8ffb60d0da38292383836b211;0.0;0.0;0;2;False;6
124;2360d5ff606200526c68555f63fd46c627a8f90b;1200.0;-1.0;0;3;False;1
125;98f528f351664eeebed4a7c51d3d20201334895a;599.0;-1.0;2;3;False;0
126;0acbb3fae5206d07ecbfca52e6cc3fbdcb95af9e;0.0;0.0;0;2;False;6
127;faee7c81794cde80e538005378ac34c7b0837a72;0.0;0.0;0;3;False;1
128;b74e9cad775d997fc742b45e1ba7bd5295d63d13;0.0;0.0;2;3;False;0
129;126fdc94f9902315584f87ca84c4b681eaae1376;0.0;0.0;0;3;False;1
130;a9829340b31913bfe6450ae6ca345f205b33f1c8;449.9;-1.0;0;3;False;1
131;329a970dfa7f977b158a7450f283716d1b46ac73;349.9;-1.0;1;1;False;7
132;52fba9528f5808c9a36a57cc209eb0ededf23bae;199.0;-1.0;2;2;False;0
133;46efc8e51d89bde8aa6f89d96afd232b38564efe;469.9;-1.0;2;3;False;0
134;4c1a96ee2842d2b97f372c4f84f3ecef26d88ed1;249.9;419.0;3;6;True;3
135;a88dca2eaf8e1c4f7312cb6607ff05ba7471c236;289.9;499.0;2;3;True;9
136;6c73b30f67d51cbc2632943841c974ae13d6a013;299.9;0.0;2;0;False;2
137;3ec1aeae8c3107360ae4e3520b258d24ec96f7bb;99.9;0.0;2;3;False;0
138;0a484c983fd942e6ae878bdeaecac446ed7e5558;229.9;399.0;2;3;True;9
139;762e76edd9b2dbab766a1c3d4cc3b98af5859666;459.9;0.0;0;2;False;6
140;9f14ab2e49d5b655f1bbe443a30196d11a09f6f7;0.0;0.0;0;0;False;7
141;6d3211de24f545a8f6242f2e05961de09a7a65c9;799.0;-1.0;1;1;False;7
142;0cb565e1f1b80f0c635c5c033723697c44cceda3;553.0;790.0;0;2;True;6
143;965ef05ee3fae514d1853a15fa2cb44ca58b630e;119.9;249.0;0;2;True;6
144;e19f75574d0c1f7550f211da18c1209fe303e2b2;179.9;0.0;0;3;False;1
145;270187cbc5b84c62d621c71f7daeb9d5330e3f01;1149.0;-1.0;2;0;False;2
146;a091ab09019c15754eeaebe07e0701d57c47e223;0.0;0.0;2;3;False;0
147;483a66fb8786c3f6d33ecbaa4acca7c845bb78a3;79.9;199.9;0;3;True;1
148;00744e25d959fbe060862ec4b7a050949bb2bcb3;199.9;0.0;2;3;False;0
149;66d23c106e934b87399c2fe9b9c783bad817921f;345.0;0.0;2;3;False;0
150;ae56fa8efd2e07ce5aec5ae121bdd749d56ea100;699.0;-1.0;2;3;False;0
151;c7349ae5e5123f6fedfb64b3c89508367f29b934;0.0;0.0;0;2;False;6
152;0482a06b9e8755c46f0244f9d0323bf24e0a4da4;279.9;0.0;2;3;False;0
153;2fe79ad64abc8707f9c3e22a0fa638bc65c86364;0.0;0.0;3;7;False;3
154;f895199074ead74e9445f5feacb684d1d390155b;0.0;0.0;2;3;False;0
155;8b793cc8d4b32a00aceed32b76224e1105d00df8;995.0;0.0;2;3;False;0
156;1bf7d2a6c58a8d544401bc1ff645e06bb1cac2e7;299.9;-1.0;0;3;False;1
157;063988fafa345cf4ad3043d6b8b0b5ca0c6b574d;269.0;-1.0;4;1;False;8
158;4bde13f08de86ee92687cc680b0f797045d0ac98;0.0;0.0;4;1;False;8
159;2d822888e4a305d0d200f1f4450737fba8f8230b;0.0;0.0;0;3;False;1
160;97b1bcc97b2f826208674c2f4032e911e09c778c;49.9;0.0;3;6;False;3
161;535b8a33bb9fcfd5af70a8911fbba1eb4d859a85;0.0;0.0;0;2;False;6
162;b9c6bdcd50331ed5b9a04b514a81512491da701d;735.0;0.0;2;3;False;0
163;4271c2acac59b4a07749a511377e50ee5c807dbf;229.9;399.9;2;0;True;2
164;de4da4f9f4448c567a671b01ea1a07729db26b87;0.0;0.0;2;0;False;2
165;89a90f7f357b7412b944a955cd78068b062b2b7e;169.9;0.0;0;3;False;1
166;1255055402ff854c9abbaf00dd6be87ceac15861;0.0;0.0;3;7;False;3
167;5aa90b070ac3be62dbbec13978feb7b42ba75a78;0.0;0.0;4;1;False;8
168;dadc4617f404a0b9d689afc9ff84c6602be40f6c;99.9;0.0;2;3;False;0
169;2c13f799cafe6d0659fe5267b8cbca7672621e10;129.9;0.0;0;2;False;6
170;157e1da0d824d294e08811ad6a1efefd677c3c88;369.9;560.0;2;2;True;9
171;abf09f1707b3ea6806dbf1b69f558a58761e6990;349.0;499.0;2;3;True;9
172;55d19492c4df99b9495169a5d9515beff3361ce7;999.9;-1.0;3;6;False;3
173;0cb061f7995094554924f62a87935eac8d28ac3d;169.9;0.0;0;2;False;6
174;090e1a03818cd3ea100907122d3307eb8707640a;799.0;899.0;2;0;True;2
175;fda01ce3ce88328966bd6946d5b87a07e675dfc5;269.9;0.0;2;3;False;0
176;696dabd2d62689207871000e235d997726d28c06;0.0;0.0;0;2;False;6
177;d2d53b4554a52af0070553a3f54f39b1828038c6;0.0;0.0;2;3;False;0
178;86704a1e05dd4f54de188b212cb77ae010a0a937;0.0;0.0;2;2;False;0
179;8ef6c5e875d0b9f47cb5d039a2da882f34715291;1249.9;2099.9;0;3;True;1
180;a4b80d1e68c3f001e1a386a7e2c5395d636478ee;879.9;0.0;0;3;False;1
181;81fcd6d40c18d14d6c06ffce9138257851f81f55;-1.0;-1.0;4;1;False;8
182;d6dc86d3e9be692832ef5c2fed70e5fdfcc2ca79;479.9;840.0;0;2;True;6
183;e75006bd32c7cc0f7f1055329b019c43982dcc25;699.0;-1.0;0;3;False;1
184;77e976ccd447baf5aa25c33514085c5b30b392ca;129.9;219.0;0;2;True;6
185;faa4808f0d62fefdf4f936a8c7a4919889311a30;468.0;0.0;2;3;False;0
186;a7a0eeced41a385d1d7b4fbefde4f4b32d1ff52d;299.0;399.0;2;2;True;9
187;237d0bfd89b5dd7047136625c04305b3fa55059a;0.0;0.0;0;4;False;1
188;2bd93f62e915990e9c62a4d1a887aefa43573086;1309.9;2199.9;2;3;True;9
189;667984faa05051b0248860c1a934c00329f791e6;1199.0;1299.0;0;0;True;7
190;919477c789929f10a9da1341621e0a17b9d9a971;3090.0;-1.0;2;3;False;0
191;e1032e248c033f21416ffbd481685d6e31ce7a58;79.9;0.0;2;3;False;0
192;e77921603826a4ec74e35374899e0c339d696e62;599.9;1050.0;0;2;True;6
193;e822013961262da72283031eb6b904bdf71df6a9;239.9;-1.0;0;2;False;6
194;1b1647566868d0fac6403d71876dcdb15a09dd6b;179.9;0.0;0;3;False;1
195;1ff9bfd726b7e551128d21f8e5b622151bf9f0e1;819.9;1450.0;0;3;True;1
196;9daffe92098d63c360cc72ff6fcb5a7a35fffc36;129.9;229.9;2;3;True;9
197;0ee208d84c6c29beaafcea743b844553f1259fdb;0.0;0.0;2;3;False;0
198;f0d463f74f710b795c07ad83d0a98a2fe438208d;0.0;0.0;0;0;False;7
199;1592af7e76a7114b4f9beea0be4746f59ada13a6;289.0;-1.0;3;6;False;3
200;a177c3886ed35048e8e419747482cb720e38f265;479.9;740.0;0;2;True;6
201;070373cd6ea6a8fa36a1a8555dc1709fb7a45111;0.0;0.0;0;2;False;6
202;476b66485e1e9ace6868d3464e1ee193c54d50e0;159.0;-1.0;0;3;False;1
203;ab4d1b292bbc48e1ce2054059cd92745b1dc25a4;399.9;0.0;0;2;False;6
204;34d7300eedadeeb8cbf7d21436c788bea9c876a9;199.9;449.9;2;5;True;3
205;3deea357966fc9a2f8d64a0be0cb60c1cafaa122;329.0;-1.0;0;2;False;6
206;431627549a5f79c97a283b7ab0129ed617fe1211;179.9;429.0;0;3;True;1
207;1bbcc652c8ec034a42aa09f580e34dd80402e8aa;89.9;0.0;2;2;False;0
208;568c6a8e3e59051c3a0a6d7b183e341b0fc65696;0.0;0.0;0;4;False;1
209;aa06541f6550d132db80ebf530388d56d35bc34f;209.9;0.0;0;3;False;1
210;cf55b4ed000418fc932ff15d57446215ad0a4673;0.0;0.0;0;2;False;6
211;03f8fc9091acbae226921944c7ba8ea7834ba59b;169.9;0.0;0;2;False;6
212;7bd7c93808b16ea7cefc55be379000228a591ad9;249.9;389.0;3;6;True;3
213;bd405c904703c1a63611949f4de030ba9f79f98a;0.0;0.0;0;4;False;1
214;632b30d43c8d75eb4bdd89e72065c67274823157;99.9;219.9;2;3;True;9
215;19c32e5c7bfd903c24fe1ec2c1424f6199efd60b;549.9;0.0;0;0;False;7
216;0790aa55d3bd5b6033b5068a9d3f19c5c8c80690;0.0;0.0;2;3;False;0
217;3057fb4496e11bdebd85d882cb6ee67ff74aa17a;320.0;-1.0;0;2;False;6
218;15141c8694ffd72ec694fdd072c09425ccf452f4;409.9;0.0;0;2;False;6
219;482757902322b22c091ff2fd237348dbe42f5013;139.9;0.0;2;3;False;0
220;55907453d58f43e5b6dba940331bdaf024fe164f;869.9;0.0;0;2;False;6
221;5eb6835e8186f3dfd29c1a4ac42ce78f3148a9e1;449.0;-1.0;2;0;False;2
222;07eb1cd77ab3f5be92ee0c7050d2048fa1390e4c;209.9;-1.0;1;1;False;7
223;7fae263305c4718b6b3f69c0764854f5669ae84a;229.9;379.0;2;2;True;9
224;8073aa70ba3838a339cbfcc9b5c4763a713c3989;99.0;-1.0;4;1;False;8
225;a57fecd4aeeb8712babdca0c0fe951eb391a8d16;79.9;-1.0;0;3;False;1
226;e74b9053fd148806935cf16f8a861208efb79988;169.9;299.9;0;0;True;7
227;fe9cd9d6702ea1cf7151c0eb258f2c107c9b7e25;1745.0;0.0;2;3;False;0
228;a464961ceb9585e0e18f36ace289b99f97b87658;0.0;0.0;2;3;False;0
229;9066cdaa0641fae6b49001e110c8e19db347784c;529.9;0.0;0;3;False;1
230;430d53392925e841ef2daa3c47dadd8de98241f0;1379.0;-1.0;2;2;False;0
231;82b4c5fb4ef2980f7fdec38dbabac4bc69d83c94;119.9;0.0;0;2;False;6
232;6a2a3c87d0129400e6f800a5659410b7ecd61997;2299.0;-1.0;2;4;False;0
233;56f8c2eb3d43e223759ad33d45b44102fc3bf5c0;-1.0;-1.0;4;1;False;8
234;b4cf107b7ac4fc41049970de4a37ba6ee12d6fef;249.9;0.0;0;2;False;6
235;efe0978821ffdf502a6fd92dc919a29043a10c1d;69.9;159.0;0;3;True;1
236;ad7215d66fe944ea598918fc1465ff766378a6ce;89.9;0.0;2;2;False;0
237;e301af5d9954d8aad5137c2b3041e1113d8a6f10;560.0;-1.0;2;2;False;0
238;51e972c6a45f163e887450dcafc3cc5832f9a7c0;1029.9;-1.0;0;3;False;1
239;3718b9fba8ed03fb1fbafff3d43bf7f22b9b30f7;0.0;0.0;0;2;False;6
240;f5d509e94fe18f1d02f81a0ab0f9b72f7d4de41d;289.9;0.0;2;3;False;0
241;61918cfd46e99005271f6804e6342de3bda0a8ce;0.0;0.0;0;2;False;6
242;0e38193456f47e81e64f1b9c2cbe2a8ead718bab;3659.9;7490.0;2;3;True;9
243;341f4c977c25924ff2748b406c95f26708888fc7;229.0;-1.0;0;2;False;6
244;8441ed7e498365b03a9362cf334b49941c259142;95.0;190.0;2;3;True;9
245;0e848f458231c425c533f321618a72c2fefee1f9;249.9;-1.0;3;6;False;3
246;739cadcb5095be02ceb95d82c7d9d2cce1b6b782;1789.9;0.0;2;4;False;0
247;97e5d1f0347b1284ccaf86ed966e56aa42745d86;495.0;990.0;2;2;True;9
248;89ccfe145ff13e703781932571bc97591bb22b77;269.9;590.0;2;2;True;9
249;a4042b2686fb3aeee14c334048eabaed3cd7c102;560.0;-1.0;2;2;False;0
250;03292a529fe4522c981f1333f642469d21c65b1b;1199.0;-1.0;2;3;False;0
251;9d94ce174298e08402d1271df4e20f4cb50f7340;879.9;0.0;1;1;False;7
252;ec49bd01d564ef3242dac72ceb13f98f27b694fe;1049.9;0.0;0;2;False;6
253;f6e47b68e2555ce3fbcdd7611476a961d5698493;179.94;299.9;0;3;True;1
254;82f63c170bbc074c8314efb69770a5fcd47c982e;399.9;0.0;0;0;False;7
255;3c9c1cb00fb08cfaa07216da653da1f37fb3f209;199.9;0.0;0;2;False;6
256;67f617f0d91d77e51fc8efe09ebc050b00a081cc;199.9;0.0;2;3;False;0
257;73985c27cc2b27dbd0adf26c06cbcacc1d199000;640.0;-1.0;2;3;False;0
258;551220deeb362077f5df356bdebaf94f34f93f0c;499.0;-1.0;2;0;False;2
259;b946b2739d3cd71f59b9bc61664cbe835052a5a9;999.0;1069.0;2;0;True;2
260;a6d445037ab3a0d75324c52d2a1489b013428c5f;89.9;220.0;3;8;True;3
261;b1f4043833a3903131c9d2d55b6b8ff30a47da8d;80.0;-1.0;0;2;False;6
262;e2c5e3717d9195762346e2534c1e71acbc3e36da;99.9;180.0;2;3;True;9
263;5b88bcc2c54c2e94c2e91b4f47f09f3031c82c36;129.0;-1.0;0;3;False;1
264;4176acb871f1fcd5d1cf167e880e9da7ba1ce74a;449.0;-1.0;2;0;False;2
265;ea561a28ac879c36592c6819a4166b403494b3a3;199.9;0.0;2;3;False;0
266;899c09741101b403b342e1f0ac940b65db34e251;799.9;-1.0;0;3;False;1
267;bda09ba2c0046773a13bfac20bf620d2317adbf6;450.0;-1.0;2;2;False;0
268;ecba11c5e0c421c33e18022f9525cb2fd9f64a03;880.0;-1.0;2;3;False;0
269;8b51224c2e951d1b23b604c977a6e3181eb23f46;59.9;0.0;2;3;False;0
270;7a12f89d243fc28cc65a9cff7608e6a01671b6cd;349.9;860.0;0;0;True;7
271;4eb4122166227e96049219dc1de8e848583c347a;99.9;0.0;2;2;False;0
272;6153f0b97fb44420cd413a37979f8e6219fc3f36;149.9;-1.0;1;1;False;7
273;9b95c26d9c2b33c21bd886166337273709422d0a;2099.9;-1.0;0;3;False;1
274;8e2f1a598c3c6c391d07df00dc70122dc1d824cd;469.9;0.0;0;2;False;6
275;31c53cd4d437407721b1ed5c2bf0def0db391de3;129.9;0.0;0;3;False;1
276;f4433c7d69f8546e6ba9cfdb685970ec36c943e6;1500.0;-1.0;2;0;False;2
277;d9bef3b4028b0f7dc05840b0ef74275016f463a9;269.0;-1.0;2;3;False;0
278;fd34a0b9c50449a88b248e00996310bead597f8c;339.9;549.0;2;3;True;9
279;93fda8914739f1c104d3e4a63529256c01f833db;69.95;139.9;3;6;True;3
280;df888673f6bfc49d0e84ea4f29e1dfecd8f6a767;620.0;-1.0;0;2;False;6
281;43093362decf12087b885656d4c50b9fc016a913;199.9;-1.0;2;3;False;0
282;c2e1ca9d56d012057b3d3e9f8f74266b6e55000c;339.9;-1.0;2;4;False;0
283;3c4151a097c82760ac6be90cdcd00d62ef7e36c3;129.9;219.0;3;7;True;3
284;9584aace3f28990b100e7f8b968ccaa3aa6a69b1;0.0;0.0;0;3;False;1
285;9a474741e680c88ee9807d7ad4abcdef2728246e;0.0;0.0;0;2;False;6
286;4b8eea0f444070f9d2bc6c1cec3f386a7a3ae407;169.9;289.9;2;0;True;2
287;362bce0d1b8880b88ce0bbf4bbab35bf8a51fa59;1519.9;2840.0;2;3;True;9
288;501c9b06ea325388e159df24fbcc265ecda4fc86;219.9;-1.0;2;2;False;0
289;cae500dfa9b9f31ea7dd4a7b4d4ada08d09981f9;1099.0;-1.0;2;0;False;2
290;7810aad29cbd4d154a16699188fbea82a62cbd61;314.3;449.0;0;2;True;6
291;416f8f6e105370e7b9d0fd983141f00b613477f8;149.0;-1.0;2;2;False;0
292;65f998dc782c8c18dd754aec98dd8e9424ff2f58;2740.0;-1.0;2;3;False;0
293;f3877023567920b12bdc1ec049748b22fef90f7d;399.9;0.0;2;2;False;0
294;69e010cf0b2a31ebff816151d62e15d064dbdb2e;1799.0;-1.0;0;4;False;1
295;a2061912f16dcb37cb9a452a78cb8213dba6df9b;0.0;0.0;2;3;False;0
296;17d783a7413bd41bd6685fc510eddfe09c21c840;0.0;0.0;0;2;False;6
297;29da9bc33b146db5b36af2908861e1de88c25fc8;299.9;-1.0;1;1;False;7
298;7ba71afeb2a948ee1fac284778a17fd89587eebc;0.0;0.0;2;3;False;0
299;ae35f46be222d36e3408b50f9e0963a966f11a59;190.0;-1.0;0;2;False;6
300;427ff95ef9ce48ceb6226170b20cd4ed9163c160;119.9;199.0;2;3;True;9
301;b0f4b6fda6f7eac3c7c16574c01cf881ac0d0754;0.0;0.0;0;2;False;6
302;f6b63269eee9e3bd94b2ea61e5c838a9d738177d;49.9;0.0;3;6;False;3
303;d69fc48d21729efd159da3b27d96f169b7312a95;799.9;999.9;2;3;True;9
